400,2 
401,77 
402,149 
403,188 
404,320 
405,300 
406,287 
407,400 
408,351 
409,358 
410,433 
411,368 
412,445 
413,435 
414,372 
415,499 
416,429 
417,391 
418,509 
419,411 
420,472 
421,477 
422,392 
423,523 
424,451 
425,459 
426,524 
427,429 
428,528 
429,499 
430,461 
431,546 
432,467 
433,492 
434,545 
435,442 
436,571 
437,519 
438,495 
439,565 
440,484 
441,510 
442,557 
443,495 
444,595 
445,529 
446,513 
447,580 
448,492 
449,558 
450,569 
451,512 
452,604 
453,538 
454,522 
455,599 
456,501 
457,584 
458,584 
459,521 
460,614 
461,547 
462,569 
463,619 
464,506 
465,598 
466,602 
467,536 
468,617 
469,557 
470,591 
471,621 
472,514 
473,607 
474,621 
475,552 
476,608 
477,578 
478,589 
479,613 
480,526 
481,601 
482,615 
483,546 
484,608 
485,592 
486,581 
487,613 
488,538 
489,600 
490,609 
491,555 
492,608 
493,591 
494,572 
495,613 
496,552 
497,595 
498,606 
499,559 
500,606 
501,590 
502,565 
503,611 
504,573 
505,585 
506,602 
507,564 
508,602 
509,588 
510,568 
511,609 
512,580 
513,568 
514,598 
515,565 
516,595 
517,585 
518,569 
519,607 
520,578 
521,569 
522,593 
523,567 
524,584 
525,584 
526,569 
527,602 
528,578 
529,570 
530,592 
531,563 
532,569 
533,580 
534,568 
535,593 
536,575 
537,569 
538,584 
539,558 
540,567 
541,576 
542,562 
543,580 
544,571 
545,563 
546,598 
547,593 
548,615 
549,640 
550,636 
551,671 
552,651 
553,676 
554,683 
555,670 
556,708 
557,680 
558,705 
559,709 
560,693 
561,723 
562,707 
563,716 
564,733 
565,703 
566,728 
567,743 
568,715 
569,740 
570,742 
571,732 
572,747 
573,732 
574,742 
575,752 
576,722 
577,749 
578,755 
579,739 
580,753 
581,757 
582,748 
583,758 
584,741 
585,752 
586,758 
587,736 
588,755 
589,759 
590,743 
591,756 
592,755 
593,746 
594,757 
595,744 
596,748 
597,757 
598,731 
599,750 
600,753 
601,724 
602,751 
603,737 
604,735 
605,752 
606,724 
607,741 
608,743 
609,717 
610,745 
611,729 
612,711 
613,746 
614,711 
615,725 
616,731 
617,707 
618,732 
619,720 
620,700 
621,736 
622,702 
623,694 
624,717 
625,690 
626,711 
627,704 
628,682 
629,712 
630,686 
631,676 
632,695 
633,658 
634,669 
635,681 
636,654 
637,671 
638,655 
639,644 
640,656 
641,640 
642,638 
643,651 
644,628 
645,631 
646,646 
647,614 
648,623 
649,640 
650,604 
651,615 
652,634 
653,585 
654,603 
655,625 
656,564 
657,593 
658,594 
659,542 
660,582 
661,571 
662,520 
663,571 
664,544 
665,496 
666,560 
667,517 
668,472 
669,549 
670,493 
671,456 
672,521 
673,465 
674,440 
675,487 
676,434 
677,423 
678,448 
679,398 
680,408 
681,410 
682,362 
683,383 
684,367 
685,321 
686,361 
687,322 
688,278 
689,320 
690,271 
691,229 
692,254 
693,212 
694,172 
695,185 
696,139 
697,110 
698,105 
699,62 
700,15 
400,8 
401,107 
402,171 
403,298 
404,293 
405,285 
406,398 
407,350 
408,412 
409,417 
410,369 
411,478 
412,428 
413,369 
414,509 
415,426 
416,403 
417,519 
418,409 
419,487 
420,474 
421,392 
422,529 
423,446 
424,469 
425,532 
426,424 
427,546 
428,496 
429,466 
430,549 
431,464 
432,496 
433,547 
434,455 
435,579 
436,512 
437,498 
438,564 
439,476 
440,527 
441,560 
442,500 
443,603 
444,524 
445,518 
446,583 
447,488 
448,566 
449,572 
450,520 
451,614 
452,536 
453,527 
454,603 
455,498 
456,599 
457,586 
458,528 
459,620 
460,545 
461,579 
462,627 
463,504 
464,612 
465,600 
466,550 
467,623 
468,552 
469,598 
470,626 
471,510 
472,613 
473,620 
474,583 
475,614 
476,572 
477,593 
478,617 
479,524 
480,606 
481,619 
482,550 
483,612 
484,596 
485,589 
486,617 
487,538 
488,605 
489,612 
490,556 
491,614 
492,594 
493,578 
494,618 
495,553 
496,600 
497,608 
498,562 
499,610 
500,593 
501,569 
502,618 
503,567 
504,592 
505,606 
506,567 
507,607 
508,592 
509,572 
510,614 
511,584 
512,573 
513,602 
514,570 
515,600 
516,590 
517,572 
518,611 
519,582 
520,572 
521,600 
522,571 
523,588 
524,587 
525,572 
526,606 
527,581 
528,573 
529,594 
530,569 
531,571 
532,583 
533,570 
534,599 
535,577 
536,570 
537,587 
538,561 
539,569 
540,578 
541,567 
542,590 
543,574 
544,566 
545,579 
546,575 
547,602 
548,631 
549,630 
550,664 
551,644 
552,670 
553,683 
554,667 
555,708 
556,678 
557,705 
558,710 
559,692 
560,725 
561,705 
562,718 
563,736 
564,706 
565,732 
566,743 
567,719 
568,741 
569,743 
570,733 
571,748 
572,730 
573,742 
574,753 
575,723 
576,750 
577,755 
578,742 
579,755 
580,758 
581,748 
582,757 
583,739 
584,753 
585,760 
586,736 
587,755 
588,761 
589,744 
590,757 
591,753 
592,747 
593,758 
594,742 
595,749 
596,757 
597,732 
598,751 
599,757 
600,725 
601,752 
602,739 
603,736 
604,754 
605,728 
606,743 
607,748 
608,720 
609,747 
610,733 
611,714 
612,750 
613,717 
614,729 
615,737 
616,711 
617,734 
618,724 
619,705 
620,737 
621,708 
622,697 
623,722 
624,694 
625,712 
626,710 
627,687 
628,720 
629,693 
630,680 
631,700 
632,667 
633,673 
634,687 
635,659 
636,680 
637,667 
638,650 
639,659 
640,645 
641,642 
642,654 
643,632 
