400,3 
401,110 
402,185 
403,356 
404,361 
405,343 
406,547 
407,442 
408,392 
409,563 
410,470 
411,411 
412,577 
413,475 
414,527 
415,571 
416,470 
417,617 
418,541 
419,492 
420,633 
421,512 
422,583 
423,606 
424,492 
425,646 
426,564 
427,581 
428,651 
429,534 
430,624 
431,637 
432,568 
433,670 
434,587 
435,611 
436,664 
437,549 
438,670 
439,653 
440,611 
441,687 
442,596 
443,629 
444,677 
445,599 
446,702 
447,656 
448,630 
449,703 
450,604 
451,670 
452,685 
453,623 
454,712 
455,655 
456,638 
457,722 
458,604 
459,694 
460,697 
461,629 
462,717 
463,656 
464,678 
465,721 
466,606 
467,705 
468,716 
469,647 
470,721 
471,657 
472,699 
473,723 
474,607 
475,702 
476,714 
477,639 
478,712 
479,681 
480,687 
481,716 
482,634 
483,703 
484,719 
485,638 
486,711 
487,694 
488,671 
489,716 
490,648 
491,699 
492,719 
493,644 
494,708 
495,690 
496,654 
497,715 
498,667 
499,685 
500,718 
501,648 
502,704 
503,689 
504,656 
505,711 
506,676 
507,658 
508,712 
509,651 
510,694 
511,686 
512,658 
513,708 
514,675 
515,659 
516,707 
517,652 
518,674 
519,682 
520,658 
521,698 
522,672 
523,658 
524,702 
525,666 
526,657 
527,679 
528,656 
529,687 
530,669 
531,656 
532,697 
533,662 
534,655 
535,672 
536,652 
537,671 
538,664 
539,652 
540,683 
541,659 
542,652 
543,667 
544,643 
545,651 
546,677 
547,684 
548,719 
549,704 
550,729 
551,740 
552,733 
553,768 
554,741 
555,767 
556,773 
557,757 
558,794 
559,763 
560,786 
561,796 
562,773 
563,800 
564,799 
565,792 
566,810 
567,786 
568,804 
569,816 
570,786 
571,815 
572,821 
573,805 
574,819 
575,820 
576,814 
577,823 
578,799 
579,819 
580,826 
581,802 
582,824 
583,827 
584,814 
585,826 
586,820 
587,819 
588,828 
589,803 
590,823 
591,828 
592,799 
593,824 
594,828 
595,797 
596,826 
597,812 
598,809 
599,824 
600,797 
601,814 
602,824 
603,788 
604,817 
605,806 
606,786 
607,817 
608,789 
609,800 
610,813 
611,780 
612,806 
613,795 
614,771 
615,809 
616,777 
617,774 
618,799 
619,766 
620,788 
621,782 
622,756 
623,795 
624,771 
625,748 
626,779 
627,739 
628,749 
629,762 
630,733 
631,768 
632,749 
633,725 
634,748 
635,716 
636,717 
637,729 
638,691 
639,707 
640,716 
641,681 
642,701 
643,710 
644,672 
645,695 
646,692 
647,664 
648,688 
649,676 
650,655 
651,682 
652,660 
653,644 
654,674 
655,637 
656,629 
657,663 
658,613 
659,617 
660,654 
661,589 
662,606 
663,624 
664,563 
665,593 
666,594 
667,536 
668,579 
669,563 
670,510 
671,564 
672,531 
673,481 
674,552 
675,498 
676,449 
677,523 
678,460 
679,413 
680,481 
681,422 
682,376 
683,435 
684,377 
685,333 
686,380 
687,333 
688,320 
689,325 
690,282 
691,300 
692,260 
693,222 
694,243 
695,193 
696,149 
697,151 
698,111 
699,67 
700,18 
400,10 
401,124 
402,318 
403,315 
404,314 
405,479 
406,415 
407,372 
408,519 
409,436 
410,474 
411,537 
412,449 
413,567 
414,536 
415,450 
416,616 
417,515 
418,518 
419,626 
420,490 
421,603 
422,573 
423,486 
424,639 
425,538 
426,582 
427,642 
428,511 
429,656 
430,594 
431,581 
432,655 
433,555 
434,610 
435,653 
436,561 
437,692 
438,613 
439,611 
440,672 
441,571 
442,646 
443,666 
444,606 
445,705 
446,626 
447,626 
448,687 
449,580 
450,685 
451,677 
452,623 
453,716 
454,632 
455,656 
456,704 
457,598 
458,704 
459,687 
460,633 
461,719 
462,633 
463,687 
464,724 
465,600 
466,715 
467,701 
468,670 
469,721 
470,633 
471,702 
472,722 
473,602 
474,714 
475,719 
476,670 
477,712 
478,650 
479,697 
480,715 
481,603 
482,705 
483,706 
484,640 
485,712 
486,667 
487,689 
488,715 
489,620 
490,704 
491,699 
492,647 
493,709 
494,679 
495,676 
496,714 
497,631 
498,699 
499,694 
500,651 
501,707 
502,677 
503,655 
504,713 
505,643 
506,687 
507,691 
508,653 
509,701 
510,677 
511,655 
512,709 
513,661 
514,666 
515,687 
516,654 
517,694 
518,675 
519,656 
520,705 
521,664 
522,656 
523,683 
524,654 
525,681 
526,670 
527,654 
528,701 
529,664 
530,654 
531,676 
532,650 
533,660 
534,665 
535,651 
536,693 
537,658 
538,650 
539,668 
540,645 
541,649 
542,659 
543,646 
544,680 
545,653 
546,663 
547,696 
548,692 
549,743 
550,727 
551,720 
552,753 
553,735 
554,770 
555,762 
556,757 
557,785 
558,759 
559,787 
560,785 
561,775 
562,801 
563,776 
564,792 
565,809 
566,779 
567,803 
568,814 
569,792 
570,811 
571,814 
572,805 
573,817 
574,797 
575,813 
576,821 
577,791 
578,818 
579,823 
580,808 
581,822 
582,822 
583,816 
584,825 
585,805 
586,819 
587,826 
588,799 
589,823 
590,827 
591,808 
592,824 
593,818 
594,811 
595,823 
596,804 
597,814 
598,823 
599,792 
600,816 
601,814 
602,785 
603,818 
604,799 
605,800 
606,820 
607,785 
608,805 
609,804 
610,776 
611,809 
612,791 
613,769 
614,812 
615,773 
616,787 
617,792 
618,764 
619,796 
620,778 
621,756 
622,796 
623,756 
624,750 
625,774 
626,744 
627,770 
628,760 
629,736 
630,769 
631,738 
632,729 
633,748 
634,708 
635,721 
636,732 
637,703 
638,716 
639,706 
640,691 
641,706 
642,694 
643,683 
644,700 
645,680 
646,675 
647,694 
648,665 
649,666 
650,688 
651,653 
652,656 
653,680 
654,630 
655,643 
656,669 
657,608 
658,632 
659,642 
660,583 
661,621 
662,615 
663,559 
664,609 
665,588 
666,534 
667,596 
668,560 
669,506 
670,584 
671,530 
672,479 
673,570 
674,497 
675,448 
676,523 
677,461 
678,433 
679,480 
680,425 
681,413 
682,438 
683,385 
684,389 
685,388 
686,338 
687,374 
688,336 
689,289 
690,340 
691,277 
692,232 
693,262 
694,208 
695,172 
696,173 
697,134 
698,103 
699,77 
700,19 
400,8 
401,178 
402,241 
403,266 
404,427 
405,384 
406,356 
407,494 
408,424 
409,491 
410,518 
411,438 
412,568 
413,518 
414,440 
415,610 
416,504 
417,510 
418,613 
419,482 
420,599 
421,559 
422,490 
423,633 
424,526 
425,579 
426,636 
427,500 
428,651 
429,582 
430,579 
431,652 
432,544 
433,606 
434,650 
435,560 
436,676 
437,599 
438,608 
439,666 
440,559 
441,654 
442,661 
443,605 
444,703 
445,617 
446,624 
447,681 
448,571 
449,684 
450,673 
451,622 
452,712 
453,625 
454,655 
455,697 
456,602 
457,706 
458,682 
459,630 
460,718 
461,626 
462,686 
463,718 
464,605 
465,714 
466,694 
467,666 
468,719 
469,630 
470,699 
471,722 
472,586 
473,712 
474,701 
475,668 
476,709 
477,647 
478,693 
479,713 
480,609 
481,703 
482,705 
483,647 
484,709 
485,660 
486,688 
487,713 
488,621 
489,701 
490,694 
491,644 
492,710 
493,676 
494,679 
495,712 
496,631 
497,697 
498,689 
499,648 
500,706 
501,674 
502,652 
503,711 
504,630 
505,690 
506,687 
507,651 
508,701 
509,672 
510,653 
511,708 
512,646 
513,674 
514,684 
515,653 
516,697 
517,672 
518,655 
519,706 
520,664 
521,654 
522,680 
523,653 
524,686 
525,668 
526,653 
527,702 
528,662 
529,653 
530,675 
531,649 
532,665 
533,664 
534,650 
535,692 
536,658 
537,650 
538,668 
539,644 
540,650 
541,659 
542,646 
543,682 
544,654 
545,647 
546,679 
547,677 
548,724 
549,717 
550,712 
551,745 
552,729 
553,766 
554,757 
555,745 
556,779 
557,755 
558,784 
559,780 
560,772 
561,797 
562,768 
563,790 
564,806 
565,776 
566,802 
567,812 
568,792 
569,810 
570,810 
571,804 
572,815 
